Division_Subdivision,Sport,Title/Position,Gender_Race/Ethnicity,2012,2013,2014,2015,2016,2017,2018,2019
Division I_FBS_AG,Women's Fencing,Student-Athlete,Female-Black,4,6,4,5,5,6,6,4
Division I_FBS_AG,Women's Fencing,Student-Athlete,Female-Other,35,48,54,53,65,80,80,97
Division I_FBS_AG,Women's Fencing,Student-Athlete,Female-White,95,69,86,103,104,100,102,88
Division I_FBS_AG,Women's Field Hockey,Assistant Coach,Female-Other,3,2,2,3,4,2,4,3
Division I_FBS_AG,Women's Field Hockey,Assistant Coach,Female-White,16,18,16,17,14,14,20,13
Division I_FBS_AG,Women's Field Hockey,Assistant Coach,Male-Other,3,2,6,7,7,7,9,9
Division I_FBS_AG,Women's Field Hockey,Assistant Coach,Male-White,9,9,12,15,13,15,9,14
Division I_FBS_AG,Women's Field Hockey,Head Coach,Female-Other,1,1,1,3,3,3,4,4
Division I_FBS_AG,Women's Field Hockey,Head Coach,Female-White,14,14,15,15,15,14,13,13
Division I_FBS_AG,Women's Field Hockey,Head Coach,Male-White,0,0,0,0,0,1,1,1
Division I_FBS_AG,Women's Field Hockey,Student-Athlete,Female-Black,2,3,5,6,8,8,9,8
Division I_FBS_AG,Women's Field Hockey,Student-Athlete,Female-Other,70,77,90,102,107,97,88,100
Division I_FBS_AG,Women's Field Hockey,Student-Athlete,Female-White,258,260,278,316,325,343,332,321
Division I_FBS_AG,Women's Golf,Assistant Coach,Female-Other,4,5,7,8,9,8,7,12
Division I_FBS_AG,Women's Golf,Assistant Coach,Female-White,32,34,35,34,28,31,32,30
Division I_FBS_AG,Women's Golf,Assistant Coach,Male-Other,0,0,2,3,4,4,1,1
Division I_FBS_AG,Women's Golf,Assistant Coach,Male-White,19,17,21,24,28,28,29,27
Division I_FBS_AG,Women's Golf,Head Coach,Female-Other,2,3,5,5,4,3,5,5
Division I_FBS_AG,Women's Golf,Head Coach,Female-White,41,41,40,44,44,46,43,41
Division I_FBS_AG,Women's Golf,Head Coach,Male-Other,1,0,0,0,0,0,0,1
Division I_FBS_AG,Women's Golf,Head Coach,Male-White,10,12,12,12,13,12,12,14
Division I_FBS_AG,Women's Golf,Student-Athlete,Female-Black,7,9,9,6,6,3,3,4
Division I_FBS_AG,Women's Golf,Student-Athlete,Female-Other,176,194,227,248,247,273,279,279
Division I_FBS_AG,Women's Golf,Student-Athlete,Female-White,305,294,271,279,280,262,233,246
Division I_FBS_AG,Women's Gymnastics,Assistant Coach,Female-Black,0,0,0,1,0,0,1,1
Division I_FBS_AG,Women's Gymnastics,Assistant Coach,Female-Other,3,3,3,3,5,2,5,4
Division I_FBS_AG,Women's Gymnastics,Assistant Coach,Female-White,24,20,27,26,26,27,21,18
Division I_FBS_AG,Women's Gymnastics,Assistant Coach,Male-Black,2,4,2,1,1,1,0,0
Division I_FBS_AG,Women's Gymnastics,Assistant Coach,Male-Other,4,1,1,4,3,3,4,8
Division I_FBS_AG,Women's Gymnastics,Assistant Coach,Male-White,29,32,34,35,33,34,37,39
Division I_FBS_AG,Women's Gymnastics,Head Coach,Female-Other,1,1,1,1,2,3,3,5
Division I_FBS_AG,Women's Gymnastics,Head Coach,Female-White,15,16,15,18,17,15,16,19
Division I_FBS_AG,Women's Gymnastics,Head Coach,Male-Black,0,0,0,0,0,0,1,1
Division I_FBS_AG,Women's Gymnastics,Head Coach,Male-Other,0,0,0,0,2,1,2,1
Division I_FBS_AG,Women's Gymnastics,Head Coach,Male-White,15,15,16,14,12,14,11,10
Division I_FBS_AG,Women's Gymnastics,Student-Athlete,Female-Black,35,40,46,60,58,52,59,62
Division I_FBS_AG,Women's Gymnastics,Student-Athlete,Female-Other,98,113,124,121,131,145,158,157
Division I_FBS_AG,Women's Gymnastics,Student-Athlete,Female-White,338,342,355,363,350,348,351,352
Division I_FBS_AG,Women's Ice Hockey,Assistant Coach,Female-Other,0,0,1,1,0,0,0,0
Division I_FBS_AG,Women's Ice Hockey,Assistant Coach,Female-White,5,8,7,5,6,7,8,7
Division I_FBS_AG,Women's Ice Hockey,Assistant Coach,Male-Other,0,0,0,1,0,2,1,1
Division I_FBS_AG,Women's Ice Hockey,Assistant Coach,Male-White,4,4,3,5,5,3,4,4
Division I_FBS_AG,Women's Ice Hockey,Head Coach,Female-Other,0,0,0,0,0,1,1,1
Division I_FBS_AG,Women's Ice Hockey,Head Coach,Female-White,1,2,1,2,2,1,1,1
Division I_FBS_AG,Women's Ice Hockey,Head Coach,Male-Other,0,0,1,0,0,1,0,0
Division I_FBS_AG,Women's Ice Hockey,Head Coach,Male-White,3,3,5,4,4,3,4,4
Division I_FBS_AG,Women's Ice Hockey,Student-Athlete,Female-Black,1,4,1,2,2,1,1,1
Division I_FBS_AG,Women's Ice Hockey,Student-Athlete,Female-Other,23,35,44,47,43,44,40,48
Division I_FBS_AG,Women's Ice Hockey,Student-Athlete,Female-White,75,84,103,103,100,101,100,102
Division I_FBS_AG,Women's Lacrosse,Assistant Coach,Female-Black,0,0,1,0,0,0,0,0
Division I_FBS_AG,Women's Lacrosse,Assistant Coach,Female-Other,1,2,2,1,7,6,5,6
Division I_FBS_AG,Women's Lacrosse,Assistant Coach,Female-White,25,27,33,38,35,34,32,30
Division I_FBS_AG,Women's Lacrosse,Assistant Coach,Male-Other,0,0,0,0,0,0,1,3
Division I_FBS_AG,Women's Lacrosse,Assistant Coach,Male-White,4,4,5,4,4,10,10,11
Division I_FBS_AG,Women's Lacrosse,Head Coach,Female-Black,1,1,1,0,0,0,0,0
Division I_FBS_AG,Women's Lacrosse,Head Coach,Female-Other,0,0,0,0,2,1,4,4
Division I_FBS_AG,Women's Lacrosse,Head Coach,Female-White,14,14,17,20,18,18,14,16
Division I_FBS_AG,Women's Lacrosse,Head Coach,Male-Other,0,0,1,1,0,3,1,2
Division I_FBS_AG,Women's Lacrosse,Head Coach,Male-White,0,0,0,0,1,1,3,1
Division I_FBS_AG,Women's Lacrosse,Student-Athlete,Female-Black,8,12,10,10,12,12,15,18
Division I_FBS_AG,Women's Lacrosse,Student-Athlete,Female-Other,59,60,77,75,104,102,117,115
Division I_FBS_AG,Women's Lacrosse,Student-Athlete,Female-White,365,389,530,643,615,608,646,633
Division I_FBS_AG,Women's Rifle,Assistant Coach,Female-White,1,1,2,2,2,2,1,2
Division I_FBS_AG,Women's Rifle,Assistant Coach,Male-White,0,0,0,0,1,1,2,1
Division I_FBS_AG,Women's Rifle,Head Coach,Female-White,2,3,3,3,3,3,3,3
Division I_FBS_AG,Women's Rifle,Student-Athlete,Female-Other,2,3,4,5,9,6,7,3
Division I_FBS_AG,Women's Rifle,Student-Athlete,Female-White,17,30,26,26,30,30,31,34
Division I_FBS_AG,Women's Softball,Assistant Coach,Female-Black,2,2,3,4,4,5,5,4
Division I_FBS_AG,Women's Softball,Assistant Coach,Female-Other,7,7,9,6,7,4,13,16
Division I_FBS_AG,Women's Softball,Assistant Coach,Female-White,71,63,60,67,72,75,76,66
Division I_FBS_AG,Women's Softball,Assistant Coach,Male-Black,0,1,0,0,1,0,1,1
Division I_FBS_AG,Women's Softball,Assistant Coach,Male-Other,3,2,2,4,5,6,7,9
Division I_FBS_AG,Women's Softball,Assistant Coach,Male-White,28,31,40,40,28,31,24,30
Division I_FBS_AG,Women's Softball,Head Coach,Female-Black,0,0,0,0,1,1,2,2
Division I_FBS_AG,Women's Softball,Head Coach,Female-Other,3,2,2,2,3,1,1,5
Division I_FBS_AG,Women's Softball,Head Coach,Female-White,32,32,36,37,36,39,36,37
Division I_FBS_AG,Women's Softball,Head Coach,Male-Other,1,1,1,0,2,1,3,0
Division I_FBS_AG,Women's Softball,Head Coach,Male-White,14,15,14,17,14,13,15,12
Division I_FBS_AG,Women's Softball,Student-Athlete,Female-Black,70,67,55,65,69,70,68,80
Division I_FBS_AG,Women's Softball,Student-Athlete,Female-Other,174,201,230,236,264,281,324,313
Division I_FBS_AG,Women's Softball,Student-Athlete,Female-White,794,780,793,871,849,839,869,848
Division I_FBS_AG,Women's Softball,Student-Athlete,Male-White,0,0,14,0,0,0,0,12
Division I_FBS_AG,Women's Skiing,Assistant Coach,Female-White,2,5,4,2,2,2,2,1
Division I_FBS_AG,Women's Skiing,Assistant Coach,Male-White,4,4,4,4,2,3,3,3
Division I_FBS_AG,Women's Skiing,Head Coach,Female-White,0,0,0,0,0,1,1,0
Division I_FBS_AG,Women's Skiing,Head Coach,Male-Other,0,0,0,0,0,0,0,1
Division I_FBS_AG,Women's Skiing,Head Coach,Male-White,3,3,4,4,3,2,2,2
Division I_FBS_AG,Women's Skiing,Student-Athlete,Female-Black,0,0,1,1,0,1,0,0
Division I_FBS_AG,Women's Skiing,Student-Athlete,Female-Other,4,7,6,3,2,1,2,15
Division I_FBS_AG,Women's Skiing,Student-Athlete,Female-White,29,24,28,31,30,32,25,16
Division I_FBS_AG,Women's Soccer,Assistant Coach,Female-Black,3,5,3,2,3,2,3,4
Division I_FBS_AG,Women's Soccer,Assistant Coach,Female-Other,6,3,6,9,8,9,5,8
Division I_FBS_AG,Women's Soccer,Assistant Coach,Female-White,44,49,53,59,49,50,49,53
Division I_FBS_AG,Women's Soccer,Assistant Coach,Male-Black,4,3,2,3,6,5,4,1
Division I_FBS_AG,Women's Soccer,Assistant Coach,Male-Other,11,9,14,20,22,21,19,17
Division I_FBS_AG,Women's Soccer,Assistant Coach,Male-White,57,59,55,52,52,57,64,67
Division I_FBS_AG,Women's Soccer,Head Coach,Female-Other,1,1,0,0,1,1,1,1
Division I_FBS_AG,Women's Soccer,Head Coach,Female-White,15,16,18,18,17,17,18,16
Division I_FBS_AG,Women's Soccer,Head Coach,Male-Black,0,3,2,3,2,3,2,3
Division I_FBS_AG,Women's Soccer,Head Coach,Male-Other,8,8,6,4,3,6,4,3
Division I_FBS_AG,Women's Soccer,Head Coach,Male-White,32,31,36,38,40,38,39,43
Division I_FBS_AG,Women's Soccer,Student-Athlete,Female-Black,110,123,145,144,151,146,161,167
Division I_FBS_AG,Women's Soccer,Student-Athlete,Female-Other,268,296,324,359,372,415,453,484
Division I_FBS_AG,Women's Soccer,Student-Athlete,Female-White,1200,1239,1276,1308,1293,1276,1275,1253
Division I_FBS_AG,Women's Soccer,Student-Athlete,Male-Black,0,0,1,0,1,0,0,0
Division I_FBS_AG,Women's Soccer,Student-Athlete,Male-Other,0,0,3,0,1,0,0,0
Division I_FBS_AG,Women's Soccer,Student-Athlete,Male-White,0,0,3,0,2,0,0,0
Division I_FBS_AG,Women's Sand Volleyball,Assistant Coach,Female-Black,0,0,1,3,2,1,1,0
Division I_FBS_AG,Women's Sand Volleyball,Assistant Coach,Female-Other,0,0,1,1,0,1,0,6
Division I_FBS_AG,Women's Sand Volleyball,Assistant Coach,Female-White,2,3,6,6,9,7,6,5
Division I_FBS_AG,Women's Sand Volleyball,Assistant Coach,Male-Black,0,0,0,0,0,1,0,0
Division I_FBS_AG,Women's Sand Volleyball,Assistant Coach,Male-Other,0,0,1,2,4,5,5,3
Division I_FBS_AG,Women's Sand Volleyball,Assistant Coach,Male-White,0,4,6,4,2,4,3,3
Division I_FBS_AG,Women's Sand Volleyball,Head Coach,Female-Other,0,0,0,0,1,0,0,0
Division I_FBS_AG,Women's Sand Volleyball,Head Coach,Female-White,2,2,4,4,6,3,4,3
Division I_FBS_AG,Women's Sand Volleyball,Head Coach,Male-Other,0,0,0,0,0,2,2,3
Division I_FBS_AG,Women's Sand Volleyball,Head Coach,Male-White,0,4,8,9,6,9,8,9
Division I_FBS_AG,Women's Sand Volleyball,Student-Athlete,Female-Black,0,5,10,14,13,11,13,8
Division I_FBS_AG,Women's Sand Volleyball,Student-Athlete,Female-Other,5,13,35,52,74,74,80,81
Division I_FBS_AG,Women's Sand Volleyball,Student-Athlete,Female-White,20,70,140,170,157,170,151,178
Division I_FBS_AG,Women's Swimming,Assistant Coach,Female-Black,3,3,3,3,3,3,3,2
Division I_FBS_AG,Women's Swimming,Assistant Coach,Female-Other,2,5,4,5,4,5,9,11
Division I_FBS_AG,Women's Swimming,Assistant Coach,Female-White,45,43,46,51,50,42,45,49
Division I_FBS_AG,Women's Swimming,Assistant Coach,Male-Black,1,1,2,1,2,3,4,3
Division I_FBS_AG,Women's Swimming,Assistant Coach,Male-Other,7,6,9,10,17,16,16,20
Division I_FBS_AG,Women's Swimming,Assistant Coach,Male-White,96,104,109,112,104,117,119,122
Division I_FBS_AG,Women's Swimming,Head Coach,Female-Other,0,0,0,0,1,1,0,0
Division I_FBS_AG,Women's Swimming,Head Coach,Female-White,8,9,6,11,7,9,8,8
Division I_FBS_AG,Women's Swimming,Head Coach,Male-Other,6,3,3,5,4,4,7,9
Division I_FBS_AG,Women's Swimming,Head Coach,Male-White,39,42,47,48,46,42,43,42
Division I_FBS_AG,Women's Swimming,Student-Athlete,Female-Black,21,21,19,21,15,23,21,16
Division I_FBS_AG,Women's Swimming,Student-Athlete,Female-Other,227,262,303,314,312,342,368,395
Division I_FBS_AG,Women's Swimming,Student-Athlete,Female-White,1240,1214,1248,1257,1311,1303,1303,1329
Division I_FBS_AG,Women's Tennis,Assistant Coach,Female-Black,1,1,0,1,1,0,0,0
Division I_FBS_AG,Women's Tennis,Assistant Coach,Female-Other,12,6,8,8,10,9,11,7
Division I_FBS_AG,Women's Tennis,Assistant Coach,Female-White,17,22,18,22,18,21,18,20
Division I_FBS_AG,Women's Tennis,Assistant Coach,Male-Black,1,1,1,2,3,2,2,2
Division I_FBS_AG,Women's Tennis,Assistant Coach,Male-Other,13,8,8,11,15,16,11,16
Division I_FBS_AG,Women's Tennis,Assistant Coach,Male-White,23,29,31,29,24,26,33,33
Division I_FBS_AG,Women's Tennis,Head Coach,Female-Other,4,3,4,3,4,3,5,4
Division I_FBS_AG,Women's Tennis,Head Coach,Female-White,22,23,24,24,24,25,25,27
Division I_FBS_AG,Women's Tennis,Head Coach,Male-Black,2,1,0,2,2,2,2,3
Division I_FBS_AG,Women's Tennis,Head Coach,Male-Other,2,2,4,4,3,4,4,4
Division I_FBS_AG,Women's Tennis,Head Coach,Male-White,28,30,30,32,34,31,30,28
Division I_FBS_AG,Women's Tennis,Student-Athlete,Female-Black,11,19,28,23,34,31,23,28
Division I_FBS_AG,Women's Tennis,Student-Athlete,Female-Other,254,265,298,309,296,309,321,324
Division I_FBS_AG,Women's Tennis,Student-Athlete,Female-White,287,270,288,299,285,279,284,261
Division I_FBS_AG,"Women's Track, Indoor",Assistant Coach,Female-Black,31,25,30,30,28,32,33,26
Division I_FBS_AG,"Women's Track, Indoor",Assistant Coach,Female-Other,4,1,1,5,9,12,6,8
Division I_FBS_AG,"Women's Track, Indoor",Assistant Coach,Female-White,44,49,49,52,53,41,40,52
Division I_FBS_AG,"Women's Track, Indoor",Assistant Coach,Male-Black,56,55,65,64,66,64,64,72
Division I_FBS_AG,"Women's Track, Indoor",Assistant Coach,Male-Other,12,7,12,15,18,27,29,21
Division I_FBS_AG,"Women's Track, Indoor",Assistant Coach,Male-White,137,144,166,173,166,159,161,165
Division I_FBS_AG,"Women's Track, Indoor",Head Coach,Female-Black,3,3,2,2,3,3,3,4
Division I_FBS_AG,"Women's Track, Indoor",Head Coach,Female-White,3,2,2,5,4,3,3,5
Division I_FBS_AG,"Women's Track, Indoor",Head Coach,Male-Black,12,16,18,18,14,15,16,16
Division I_FBS_AG,"Women's Track, Indoor",Head Coach,Male-Other,2,2,3,4,7,6,6,6
Division I_FBS_AG,"Women's Track, Indoor",Head Coach,Male-White,37,37,40,37,37,38,39,36
Division I_FBS_AG,"Women's Track, Indoor",Student-Athlete,Female-Black,716,685,718,727,738,766,732,683
Division I_FBS_AG,"Women's Track, Indoor",Student-Athlete,Female-Other,443,421,464,483,536,585,606,697
Division I_FBS_AG,"Women's Track, Indoor",Student-Athlete,Female-White,1706,1715,1808,1878,1734,1718,1717,1618
Division I_FBS_AG,"Women's Track, Indoor",Student-Athlete,Male-Other,0,0,0,0,0,6,0,0
Division I_FBS_AG,Women's Triathlon,Assistant Coach,Female-Other,0,0,0,0,0,0,0,1
Division I_FBS_AG,Women's Triathlon,Assistant Coach,Female-White,0,0,0,0,0,1,1,0
Division I_FBS_AG,Women's Triathlon,Head Coach,Male-White,0,0,0,0,0,1,1,1
Division I_FBS_AG,Women's Triathlon,Student-Athlete,Female-Other,0,0,0,0,0,2,5,4
Division I_FBS_AG,Women's Triathlon,Student-Athlete,Female-White,0,0,0,0,0,5,8,7
Division I_FBS_AG,"Women's Track, Outdoor",Assistant Coach,Female-Black,33,23,29,31,27,31,32,26
Division I_FBS_AG,"Women's Track, Outdoor",Assistant Coach,Female-Other,4,1,2,6,9,12,6,8
Division I_FBS_AG,"Women's Track, Outdoor",Assistant Coach,Female-White,41,47,47,51,54,43,40,52
Division I_FBS_AG,"Women's Track, Outdoor",Assistant Coach,Male-Black,58,56,67,63,67,64,65,71
Division I_FBS_AG,"Women's Track, Outdoor",Assistant Coach,Male-Other,11,7,11,13,20,27,29,20
Division I_FBS_AG,"Women's Track, Outdoor",Assistant Coach,Male-White,142,149,168,170,166,158,161,165
Division I_FBS_AG,"Women's Track, Outdoor",Head Coach,Female-Black,3,3,2,2,3,3,4,4
Division I_FBS_AG,"Women's Track, Outdoor",Head Coach,Female-White,3,2,3,4,4,3,3,6
Division I_FBS_AG,"Women's Track, Outdoor",Head Coach,Male-Black,12,16,17,18,14,15,16,16
Division I_FBS_AG,"Women's Track, Outdoor",Head Coach,Male-Other,2,2,3,4,7,6,6,6
Division I_FBS_AG,"Women's Track, Outdoor",Head Coach,Male-White,37,37,40,38,37,38,39,36
Division I_FBS_AG,"Women's Track, Outdoor",Student-Athlete,Female-Black,723,699,730,737,759,779,730,691
Division I_FBS_AG,"Women's Track, Outdoor",Student-Athlete,Female-Other,452,447,476,488,546,610,624,723
Division I_FBS_AG,"Women's Track, Outdoor",Student-Athlete,Female-White,1718,1749,1823,1870,1770,1734,1742,1618
Division I_FBS_AG,Women's Volleyball,Assistant Coach,Female-Black,6,5,5,5,6,5,8,8
Division I_FBS_AG,Women's Volleyball,Assistant Coach,Female-Other,11,9,10,10,10,7,6,9
Division I_FBS_AG,Women's Volleyball,Assistant Coach,Female-White,45,49,57,61,59,54,54,53
Division I_FBS_AG,Women's Volleyball,Assistant Coach,Male-Black,4,2,2,3,3,1,0,0
Division I_FBS_AG,Women's Volleyball,Assistant Coach,Male-Other,10,6,10,10,11,20,19,22
Division I_FBS_AG,Women's Volleyball,Assistant Coach,Male-White,53,58,55,59,57,56,54,52
Division I_FBS_AG,Women's Volleyball,Head Coach,Female-Black,1,1,1,0,0,1,1,1
Division I_FBS_AG,Women's Volleyball,Head Coach,Female-Other,1,1,1,2,1,1,2,2
Division I_FBS_AG,Women's Volleyball,Head Coach,Female-White,16,19,17,16,13,15,17,17
Division I_FBS_AG,Women's Volleyball,Head Coach,Male-Other,5,3,6,6,9,9,5,8
Division I_FBS_AG,Women's Volleyball,Head Coach,Male-White,33,34,37,39,41,37,38,36
Division I_FBS_AG,Women's Volleyball,Student-Athlete,Female-Black,102,112,118,143,148,143,145,152
Division I_FBS_AG,Women's Volleyball,Student-Athlete,Female-Other,145,161,176,196,195,218,236,243
Division I_FBS_AG,Women's Volleyball,Student-Athlete,Female-White,661,667,720,730,702,737,717,697
Division I_FBS_AG,Women's Volleyball,Student-Athlete,Male-Other,0,0,2,0,0,0,0,0
Division I_FBS_AG,Women's Volleyball,Student-Athlete,Male-White,0,0,1,0,0,2,0,0
Division I_FBS_AG,Women's Water Polo,Assistant Coach,Female-Other,0,0,0,0,1,1,2,4
Division I_FBS_AG,Women's Water Polo,Assistant Coach,Female-White,4,4,2,4,4,3,5,4
Division I_FBS_AG,Women's Water Polo,Assistant Coach,Male-Other,5,1,3,2,2,4,3,4
Division I_FBS_AG,Women's Water Polo,Assistant Coach,Male-White,2,4,5,4,1,1,2,1
Division I_FBS_AG,Women's Water Polo,Head Coach,Female-Other,0,0,0,0,0,0,0,1
Division I_FBS_AG,Women's Water Polo,Head Coach,Female-White,0,0,0,0,0,1,1,1
Division I_FBS_AG,Women's Water Polo,Head Coach,Male-Other,2,1,1,1,1,1,1,2
Division I_FBS_AG,Women's Water Polo,Head Coach,Male-White,6,6,7,6,6,5,5,4
Division I_FBS_AG,Women's Water Polo,Student-Athlete,Female-Black,2,1,4,2,2,1,4,5
Division I_FBS_AG,Women's Water Polo,Student-Athlete,Female-Other,51,56,43,51,46,53,49,46
Division I_FBS_AG,Women's Water Polo,Student-Athlete,Female-White,145,123,131,112,106,123,119,117
Division I_FBS_NonAG,Baseball,Assistant Coach,Female-Other,0,0,0,0,1,0,0,0
Division I_FBS_NonAG,Baseball,Assistant Coach,Female-White,2,0,3,1,3,0,4,0
Division I_FBS_NonAG,Baseball,Assistant Coach,Male-Black,0,0,1,1,0,0,2,3
Division I_FBS_NonAG,Baseball,Assistant Coach,Male-Other,10,14,9,8,4,7,6,7
Division I_FBS_NonAG,Baseball,Assistant Coach,Male-White,128,118,125,128,122,134,127,130
Division I_FBS_NonAG,Baseball,Head Coach,Male-Black,2,2,2,0,0,0,0,0
Division I_FBS_NonAG,Baseball,Head Coach,Male-Other,2,3,1,2,1,2,3,4
Division I_FBS_NonAG,Baseball,Head Coach,Male-White,48,46,48,50,51,51,50,49
Division I_FBS_NonAG,Baseball,Student-Athlete,Male-Black,62,51,47,52,68,97,108,110
Division I_FBS_NonAG,Baseball,Student-Athlete,Male-Other,277,252,223,249,294,313,312,357
Division I_FBS_NonAG,Baseball,Student-Athlete,Male-White,1520,1432,1513,1475,1513,1507,1516,1538
Division I_FBS_NonAG,Men's Basketball,Assistant Coach,Female-Black,0,1,0,1,0,0,0,1
Division I_FBS_NonAG,Men's Basketball,Assistant Coach,Female-White,3,6,1,2,2,1,2,0
Division I_FBS_NonAG,Men's Basketball,Assistant Coach,Male-Black,74,71,80,81,81,96,92,97
Division I_FBS_NonAG,Men's Basketball,Assistant Coach,Male-Other,10,9,16,8,13,11,11,12
Division I_FBS_NonAG,Men's Basketball,Assistant Coach,Male-White,115,102,98,104,103,100,97,109
Division I_FBS_NonAG,Men's Basketball,Head Coach,Male-Black,12,14,13,14,14,15,15,16
Division I_FBS_NonAG,Men's Basketball,Head Coach,Male-Other,1,1,2,2,3,3,3,3
Division I_FBS_NonAG,Men's Basketball,Head Coach,Male-White,49,45,46,46,47,47,48,47
Division I_FBS_NonAG,Men's Basketball,Student-Athlete,Male-Black,596,563,580,582,601,587,599,606
Division I_FBS_NonAG,Men's Basketball,Student-Athlete,Male-Other,145,147,144,166,191,215,202,217
Division I_FBS_NonAG,Men's Basketball,Student-Athlete,Male-White,255,263,245,221,233,243,227,204
Division I_FBS_NonAG,Men's Cross Country,Assistant Coach,Female-Black,7,6,4,2,2,2,3,3
Division I_FBS_NonAG,Men's Cross Country,Assistant Coach,Female-Other,1,2,1,1,0,1,0,1
Division I_FBS_NonAG,Men's Cross Country,Assistant Coach,Female-White,13,8,14,9,11,13,13,14
Division I_FBS_NonAG,Men's Cross Country,Assistant Coach,Male-Black,8,11,9,7,8,10,12,8
Division I_FBS_NonAG,Men's Cross Country,Assistant Coach,Male-Other,5,3,1,1,2,0,2,4
Division I_FBS_NonAG,Men's Cross Country,Assistant Coach,Male-White,46,47,41,41,38,40,40,42
Division I_FBS_NonAG,Men's Cross Country,Head Coach,Female-White,5,4,4,4,4,4,6,4
Division I_FBS_NonAG,Men's Cross Country,Head Coach,Male-Black,7,6,4,5,6,5,5,6
Division I_FBS_NonAG,Men's Cross Country,Head Coach,Male-Other,3,2,2,2,1,2,1,1
Division I_FBS_NonAG,Men's Cross Country,Head Coach,Male-White,36,37,39,39,40,39,40,41
Division I_FBS_NonAG,Men's Cross Country,Student-Athlete,Female-White,0,8,0,0,0,0,0,0
Division I_FBS_NonAG,Men's Cross Country,Student-Athlete,Male-Black,44,44,43,44,37,46,49,47
Division I_FBS_NonAG,Men's Cross Country,Student-Athlete,Male-Other,145,136,136,141,162,175,191,197
Division I_FBS_NonAG,Men's Cross Country,Student-Athlete,Male-White,578,507,546,527,522,539,520,504
Division I_FBS_NonAG,Football-FBS,All Other Assistants,Female-Black,0,0,0,0,4,5,0,0
Division I_FBS_NonAG,Football-FBS,All Other Assistants,Female-Other,1,1,0,0,3,0,0,0
Division I_FBS_NonAG,Football-FBS,All Other Assistants,Female-White,5,2,5,9,0,0,0,0
Division I_FBS_NonAG,Football-FBS,All Other Assistants,Male-Black,145,143,140,141,162,182,188,210
Division I_FBS_NonAG,Football-FBS,All Other Assistants,Male-Other,22,32,21,28,29,31,35,38
Division I_FBS_NonAG,Football-FBS,All Other Assistants,Male-White,292,258,259,284,271,267,283,297
Division I_FBS_NonAG,Football-FBS,Defensive Coordinator,Male-Black,15,16,10,13,17,14,7,10
Division I_FBS_NonAG,Football-FBS,Defensive Coordinator,Male-Other,3,3,3,0,3,5,7,4
Division I_FBS_NonAG,Football-FBS,Defensive Coordinator,Male-White,51,55,50,50,50,52,56,55
Division I_FBS_NonAG,Football-FBS,Graduate Assistant-Football,Female-Other,0,1,0,0,0,0,0,1
